article_id,article_header,coder,ldi,relevant,start_date,end_date,date_precision,site_name,site_location,site_type,initiator,group_at_site,damage_type
08-2023-41,LATEST IN UKRAINE: RUSSIAN SHELLING HITS KHERSON CHURCH,Marvin Nathan,2025-10-11 15:25:40,Yes,,,No specified date,St. Catherine’s Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces ,Emergency workers,Airstrike
01-2023-260,,Marvin Nathan,2025-10-11 15:32:00,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
12-2022-1,"PEN: Russia attempts erasure of Ukraine culture by attacking museums, libraries",Marvin Nathan,2025-10-11 15:32:11,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2023-23,Ukraine updates: Kyiv decries awards ceremony deaths,Marvin Nathan,2025-10-11 15:33:21,Yes,,,2023,Odesa Fine Arts Museum,Odesa,Museum,Russian FOrces,Ukrainian Civilians,Airstrike
07-2023-695,Blinken: Russia has already lost the war,Marvin Nathan,2025-10-11 15:39:05,Yes,07/23/2023,07`/23/2023,2023,Odesa City Centre,Odesa,Other,Russian forces,Ukrainian civilians,Airstrike
07-2023-79,,Marvin Nathan,2025-10-11 15:40:02,Yes,07/23/2023,07/23/2023,2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian Forces,Ukrainian civilians,Airstrike
10-2023-4,Israel's Tel Aviv Museum of Art Has Stripped Its Walls Once Again,Marvin Nathan,2025-10-11 15:40:20,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-280,Russia-Ukraine war: 5 stories you might have missed,Marvin Nathan,2025-10-11 15:42:45,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2023-187,,Marvin Nathan,2025-10-11 15:42:55,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-2,,Marvin Nathan,2025-10-11 15:43:53,No,07/23/2023,07/23/2023,2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Ukrainian civilians,Airstrike
04-2022-348,UNESCO Postpones Event in Russia Amid Calls to Divest from Partnership,Marvin Nathan,2025-10-11 15:44:30,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-420,,Marvin Nathan,2025-10-11 15:44:48,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2022-181,,Marvin Nathan,2025-10-11 15:45:18,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
08-2023-16,Ai For Good: An Evening To Defend Ukraine's Cultural Heritage At Uc Berkeley,Marvin Nathan,2025-10-11 15:46:20,Yes,07/23/2023,07/23/2023,2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Ukrainian civilians,Airstrike
06-2024-12,"More than 400 heritage properties damaged in Ukraine, says Unesco",Marvin Nathan,2025-10-11 15:46:31,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
10-2022-38,,Marvin Nathan,2025-10-11 15:46:37,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
09-2024-7,Czechia to supply Ukraine with van for scanning historical items,Marvin Nathan,2025-10-11 15:46:53,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2023-178,,Marvin Nathan,2025-10-11 15:47:17,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
08-2022-8,"Art in Ukraine rescued with foam, boxes and pleas for help",Marvin Nathan,2025-10-11 15:49:28,Yes,,,2022,Regional museums in Kiev and Kharkiv,Kiev and Kharkiv,Museum,Russian Forces,no specified group,Airstrike
03-2022-10,,Marvin Nathan,2025-10-11 15:50:31,Yes,,,March 2022,Mariupol Drama Theatre,Mariupol,Opera/theatre,Russian forces,Ukrainian civilians,"Explosion (bomb, explosive detonation)"
09-2024-17,,Marvin Nathan,2025-10-11 15:50:48,No,,,,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
09-2022-7,"World: Moscow 'guilty of destroying heritage', Ukraine's culture minister tells Euronews",Marvin Nathan,2025-10-11 15:51:09,No,,,,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
03-2023-55,IN THE NAME OF CULTURAL PRESERVATION,Marvin Nathan,2025-10-11 15:52:06,Yes,,,2023,Chernihiv Regional History Museum,Chernihiv,Museum,Russian forces,no specified group,Airstrike
07-2023-346,Ukraine president lauds response to Odesa missile strike,Marvin Nathan,2025-10-11 15:53:06,No,,,,,,Museum,,,Airstrike
08-2023-12,Nearly 30 Cultural Monuments Damaged In Odesa By Russian Strike - Ministry,Marvin Nathan,2025-10-11 15:54:11,Yes,,,No specified date, Odesa National Academic Opera and Ballet Theater,Odesa,Opera/theatre,Russian forces,No specified group,Airstrike
07-2023-121,Russian Strikes Damage Orthodox Cathedral - Odesa,Marvin Nathan,2025-10-11 15:55:37,Yes,07/23/2023,07/23/2023,No specified date,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Ukrainian civilians,Airstrike
11-2022-4,,Marvin Nathan,2025-10-11 15:56:01,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
09-2024-25,,Marvin Nathan,2025-10-11 15:56:37,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
09-2024-25,,Marvin Nathan,2025-10-11 15:56:57,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-590,,Marvin Nathan,2025-10-11 15:57:05,No,,,No specified date,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-354,,Marvin Nathan,2025-10-11 15:58:05,Yes,,,March 2022,Mariupol Drama Theatre,Mariupol,Opera/theatre,Russian forces,Ukrainian civilians,"Explosion (bomb, explosive detonation)"
08-2023-74,Live blog: Wagner fighters seek to unsettle NATO's eastern flank — Poland,Marvin Nathan,2025-10-11 16:01:33,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Ukrainian Civilians,Airstrike
08-2022-1,,Marvin Nathan,2025-10-11 16:08:55,Yes,,, 2022,Museum of the Ukrainian philosopher Hryhoriy Skovoroda,,Museum,Russian forces,no specified group,"Explosion (bomb, explosive detonation)"
12-2022-41,,Comfort Folakemi Oshagbemi,2025-10-22 12:11:25,No,,,,,,Opera/theatre,,,Airstrike
03-2022-906,Ukraine rushes to save cultural heritage from destruction,Comfort Folakemi Oshagbemi,2025-10-22 12:19:35,Yes,,,, Kharkiv Art Museum.,Eastern Ukraine,Museum,Russian military,,"Explosion (bomb, explosive detonation)"
02-2023-22,Culture war: Russia's raids on Ukraine's art treasures; Paintings and priceless artefacts have been taken in the biggest museum theft since the Nazis,Comfort Folakemi Oshagbemi,2025-10-22 12:24:42,Yes,,,, Museum in Kyiv ,Kyiv,Museum,Russian curators,,Looting/stealing
03-2022-242,,Comfort Folakemi Oshagbemi,2025-10-22 12:27:46,Yes,February 24,,, Theatre of Mariupol,Mariupol,Opera/theatre,Russia,Thousands of civilians,Airstrike
07-2023-132,Russian Strikes Damage Orthodox Cathedral - Odesa,Comfort Folakemi Oshagbemi,2025-10-22 12:30:29,Yes,07/23/2023,07/23/2023,Sunday night,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian troops," One person dead, 22 people injured, including four children. ","Shelling (artillery fire, bullet)"
07-2023-541,,Comfort Folakemi Oshagbemi,2025-10-22 13:54:15,Yes,,, Overnight ,,Odesa,UNKNOWN,Russia,,UNKNOWN
10-2022-23,,Comfort Folakemi Oshagbemi,2025-10-23 00:50:02,No,,,,,,UNKNOWN,,,UNKNOWN
12-2024-46,German opposition leader Merz arrives in Warsaw from Kiev,Comfort Folakemi Oshagbemi,2025-10-23 00:50:34,No,,,,,,UNKNOWN,,,UNKNOWN
08-2024-149,"Structural Analysis of Cultural Heritage Buildings Damaged in Chernihiv and Dublyany (Lviv Oblast), Training Courses on Structural Analysis for Local Professionals in Heritage Conservation",Comfort Folakemi Oshagbemi,2025-10-23 00:50:46,No,,,,,,UNKNOWN,,,UNKNOWN
11-2024-166,Odesa: UNESCO condemns strikes on World Heritage site,Comfort Folakemi Oshagbemi,2025-10-23 00:51:02,No,,,,,,UNKNOWN,,,UNKNOWN
12-2023-50,Destruction Of Ukrainian Heritage: Why Losing Historical Icons Can Leave A Long Shadow,Comfort Folakemi Oshagbemi,2025-10-23 00:51:52,No,,,,,,UNKNOWN,,,UNKNOWN
12-2023-65,UNESCO and ICCROM Equip Ukrainian Professionals in Cultural Heritage Damage Assessment Amidst War,Comfort Folakemi Oshagbemi,2025-10-23 00:54:07,No,6 July 2023.,,,Architectural monument in the buffer zone of the World Heritage site Lviv,Lviv,Monument,,,"Shelling (artillery fire, bullet)"
08-2023-41,,Comfort Folakemi Oshagbemi,2025-10-23 00:55:59,Yes,,,Thursday,Historic Church in Kherson,Kherson,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,seven people,"Shelling (artillery fire, bullet)"
01-2023-260,UNESCO seeks to prevent trafficking of looted Ukrainian art,Comfort Folakemi Oshagbemi,2025-10-23 00:56:47,No,,,Thursday,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,"Shelling (artillery fire, bullet)"
12-2022-1,,Comfort Folakemi Oshagbemi,2025-10-23 00:58:47,No,02/24,,March,Main drama theater in Mariupol,Mariupol,Opera/theatre,Russia soliders ,600 people ,"Explosion (bomb, explosive detonation)"
12-2022-1,,Comfort Folakemi Oshagbemi,2025-10-23 00:59:01,Yes,02/24,,March,Main drama theater in Mariupol,Mariupol,Opera/theatre,Russia soliders,600 people,"Explosion (bomb, explosive detonation)"
11-2023-23,,Comfort Folakemi Oshagbemi,2025-10-23 00:59:22,No,,,March,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
07-2023-695,,Comfort Folakemi Oshagbemi,2025-10-23 00:59:50,No,,,March,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
07-2023-79,Russians attack Transfiguration Cathedral in Odesa,Comfort Folakemi Oshagbemi,2025-10-23 01:00:28,No,,,March,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
10-2023-4,,Comfort Folakemi Oshagbemi,2025-10-23 01:02:29,Yes,,,," Odessa Fine Arts Museum, the Kyiv Art Gallery, the National Palace of Arts and the Kharkiv Art Museum","Odessa, Kyiv, Kharkiv",Museum,Russia,,UNKNOWN
03-2022-280,,Comfort Folakemi Oshagbemi,2025-10-23 01:04:05,Yes,,," Earlier this week,",Drama Theater in Mariupol,Mariupol,Opera/theatre,Russian forces,hundreds of displaced Ukrainians,"Shelling (artillery fire, bullet)"
04-2023-187,Russian airstrike destroys Ukrainian history museum,Comfort Folakemi Oshagbemi,2025-10-23 01:08:19,Yes,04/25,,Tuesday,History museum in Kupiansk,"Kupiansk, Ukraine ",Museum,Russia," One person died and 10 people, unidentified individuals still under the rubble ","Shelling (artillery fire, bullet)"
07-2023-2,Russia renews attacks,Comfort Folakemi Oshagbemi,2025-10-23 01:09:25,Yes,,,,Transfiguration Cathedral,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,Four children,UNKNOWN
04-2022-348,,Comfort Folakemi Oshagbemi,2025-10-23 01:10:45,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
07-2023-420,"Monday, July 24. Russia s War On Ukraine: News And Information From Ukraine",Comfort Folakemi Oshagbemi,2025-10-23 01:14:21,No,07/23,,,Transfiguration Cathedral ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,"22 people, including four children, ","Shelling (artillery fire, bullet)"
11-2022-181,"EFE International's Topics of the Day for November 23, 2022 (16.00 GMT)",Comfort Folakemi Oshagbemi,2025-10-23 01:15:26,Yes,,,,Kherson Museum of Arts,Kherson,Museum,Russia,,Looting/stealing
08-2023-16,,Comfort Folakemi Oshagbemi,2025-10-23 01:16:14,No,,,,,,Museum,,,Looting/stealing
06-2024-12,,Comfort Folakemi Oshagbemi,2025-10-23 01:16:57,No,,,,,,Museum,,,Looting/stealing
10-2022-38,UNESCO verifies war damage to 207 Ukrainian cultural sites,Comfort Folakemi Oshagbemi,2025-10-23 01:18:53,Yes,03/16,,,Mariupol drama theatre,Mariupol,Opera/theatre,Russia,Hundreds of civilians ,"Explosion (bomb, explosive detonation)"
09-2024-7,,Comfort Folakemi Oshagbemi,2025-10-23 01:19:28,No,,,,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
04-2023-178,Ukraine: A. Azoulay and V. Zelensky together to rebuild the cultural sector,Comfort Folakemi Oshagbemi,2025-10-23 01:19:53,No,,,,,,Opera/theatre,,,"Explosion (bomb, explosive detonation)"
08-2022-8,"Art in Ukraine rescued with foam, boxes and pleas for help",Comfort Folakemi Oshagbemi,2025-10-23 01:23:17,Yes,,,,Museum,"Kiev, Kharkiv",Museum,Russian army,,Fire
03-2022-10,Italy offers to rebuild Mariupol theatre bombed amid Ukraine conflict,Comfort Folakemi Oshagbemi,2025-10-23 01:25:19,Yes,,,,MARIUPOL THEATRE ,MARIUPOL,Opera/theatre," Ukrainian nationalist Azov regiment, Russia",,"Explosion (bomb, explosive detonation)"
09-2024-17,G7 ministers pledge to 'protect freedom of expression',Comfort Folakemi Oshagbemi,2025-10-23 01:25:43,No,,,,,,UNKNOWN,,,UNKNOWN
09-2022-7,,Comfort Folakemi Oshagbemi,2025-10-23 01:26:43,No,,,,,,UNKNOWN,,,UNKNOWN
03-2023-55,,Comfort Folakemi Oshagbemi,2025-10-23 01:27:22,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-346,,Comfort Folakemi Oshagbemi,2025-10-23 01:29:08,Yes,,, Last night,Holy Transfiguration Cathedral ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Other
08-2023-12,,Comfort Folakemi Oshagbemi,2025-10-23 01:31:14,Yes,08/14,,Night ,Odesa's Central Historical Area: Odesa National Academic Opera and Ballet Theater ,Odesa,Opera/theatre,Russia,,"Shelling (artillery fire, bullet)"
07-2023-121,,Comfort Folakemi Oshagbemi,2025-10-23 01:31:25,No,,,Night ,,,Opera/theatre,,,"Shelling (artillery fire, bullet)"
11-2022-4,"Quick, quick, they are distracted!; For half a year, the Russian ambassador blocked Unesco as president of the World Heritage Committee. Some countries took advantage of that - and put cultural sites in danger",Comfort Folakemi Oshagbemi,2025-10-23 01:32:26,No,,,,,,Opera/theatre,,,"Shelling (artillery fire, bullet)"
09-2024-25,Sweden: Support to the inhabitants of Gammalsvenskby in Ukraine,Comfort Folakemi Oshagbemi,2025-10-23 01:32:33,No,,,,,,Opera/theatre,,,"Shelling (artillery fire, bullet)"
07-2023-590,Channel 4 News - 6:35 PM GMT,Comfort Folakemi Oshagbemi,2025-10-23 01:34:26,Yes,,,,Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,UNKNOWN
04-2022-354,"War is also attack on Ukrainian culture, ambassador to Germany says",Comfort Folakemi Oshagbemi,2025-10-23 01:34:41,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
07-2023-590,Channel 4 News - 6:35 PM GMT,Comfort Folakemi Oshagbemi,2025-10-23 02:03:01,Yes,,,,Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,"Explosion (bomb, explosive detonation)"
08-2023-74,,Comfort Folakemi Oshagbemi,2025-10-23 02:04:36,Yes,,,, St Catherine's Cathedral,Kherson,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,Four workers ,"Shelling (artillery fire, bullet)"
08-2022-1,Museum Leaders Call Out Russia's Professional Conduct At Major Industry Conference In Prague,Comfort Folakemi Oshagbemi,2025-10-23 02:06:47,Yes,02/24,,," Hryhorii Skovoroda house museum in Kharkiv, the Kuindzhi Art Museum in Mariupol, the Ivankiv Historical and Local History Museum featuring work by Ukrainian folk artist Maria Prymachenko , and the Babyn Yar Holocaust memorial complex in Kyiv.","Kharkiv, Mariupol, Kyiv",Museum,Russia,,UNKNOWN
07-2023-510,,Comfort Folakemi Oshagbemi,2025-10-23 02:09:48,Yes,07/23/2023,,,,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian troops,"one person killed and 22 injured, including four children.","Explosion (bomb, explosive detonation)"
02-2024-46,,Comfort Folakemi Oshagbemi,2025-10-23 02:11:00,Yes,,,, Transfiguration Cathedral ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
04-2022-43,,Comfort Folakemi Oshagbemi,2025-10-23 02:12:35,Yes,,,,"Museum of Mariupol, the cathedral of Kharkov, the museum of Ivankiv or the Church of the Nativity of Kiev (","Mariupol, Kharkov, Kiev",Museum,,,UNKNOWN
11-2023-195,Aftermath Of Russian Attack On Odesa,Comfort Folakemi Oshagbemi,2025-10-23 02:13:11,Yes,,,,,Odesa,UNKNOWN, Russia,,UNKNOWN
01-2024-71,,Comfort Folakemi Oshagbemi,2025-10-23 02:15:02,No,,,,,,UNKNOWN,,,UNKNOWN
12-2022-82,,Comfort Folakemi Oshagbemi,2025-10-23 02:16:32,Yes,,,,,Ukraine,UNKNOWN,,,Rocket fire
06-2023-74,Cultural sites threatened by flooding from destroyed Kakhovka dam,Comfort Folakemi Oshagbemi,2025-10-23 02:19:03,Yes,,, November," Kherson Art Museum,  20 museums and cultural sites ", Kherson,Museum,Russian soldiers,,Looting/stealing
07-2023-458,,Comfort Folakemi Oshagbemi,2025-10-23 02:21:46,Yes,,,Last week,,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Rocket fire
07-2023-80,,Comfort Folakemi Oshagbemi,2025-10-23 02:23:37,Yes,07/23/2023,, Sunday night,Transfiguration Cathedral ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia," Killed one person and left 22 people injured, including four children.",Rocket fire
07-2023-545,,Comfort Folakemi Oshagbemi,2025-10-23 02:24:05,No,,, Sunday night,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
07-2023-241,July 23 Russian missile attack on Odesa,Comfort Folakemi Oshagbemi,2025-10-23 02:24:22,No,,, Sunday night,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
11-2022-146,Ukraine`s President Now Insisting That Deadly Missiles Strike In Poland Did Not Come From His Troops,Comfort Folakemi Oshagbemi,2025-10-23 02:25:02,No,,, Sunday night,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
07-2024-132,"Restoration Of A Non-residential Building (historical Monument Of Local Importance) Located At 96 Zhilyanska St. In The Holosiivskyi District Of Kyiv, Damaged As A Result Of The Military Aggression Of",Comfort Folakemi Oshagbemi,2025-10-23 02:25:29,No,,, Sunday night,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
07-2023-1,Russia Strikes Port City Of Odesa - Ukraine,Comfort Folakemi Oshagbemi,2025-10-23 02:26:38,Yes,07/23,, Sunday night, Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,"One person and left 22 people injured, including four children",Airstrike
04-2022-23,,Comfort Folakemi Oshagbemi,2025-10-23 02:28:13,Yes,03/21/2022,,,"Three local museums, including Kuindzhi art museum",Mariupol,Museum,Russia,,Airstrike
04-2022-11,"At least 53 cultural sites in Ukraine damaged in war, UNESCO says -- At least 53 cultural sites in Ukraine damaged in war, UNESCO says -- House Natural Resources Subcommittee on National Parks, Forests, and Public Lands Hearing; H.R.4878, the ""National Discovery Trails Act""; H.R.6589, the ""Historic Preservation Enhancement Act""; H.R.6805, the ""African-American Burial Grounds Preservation Act""; H.R.7002, the ""Gateway Solidarity Act""; H.R.7075, the ""Ukrainian Independence Park Act""; and H.R.7218, the ""National Heritage Areas Reauthorization Act.""; Testimony by Joy Beasley, Associate Director, Cultural Resources, Partnerships, and Science National Park Service -- House Natural Resources Subcommittee on National Parks, Forests, and Public Lands Hearing; H.R.4878, the ""National Discovery Trails Act""; H.R.6589, the ""Historic Preservation Enhancement Act""; H.R.6805, the ""African-American Burial Grounds Preservation Act""; H.R.7002, the ""Gateway Solidarity Act""; H.R.7075, the ""Ukrainian Independence Park Act""; and H.R.7218, the ""National Heritage Areas Reauthorization Act.""; Testimony by Joy Beasley, Associate Director, Cultural Resources, Partnerships, and Science National Park Service",Comfort Folakemi Oshagbemi,2025-10-23 02:30:04,Yes,,,,"St. Catherine's Church, ",Chernihiv,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian Troops,,UNKNOWN
